Country,Rule_Set,Top_URL,Number_Requests,Number_Hits
JP,ads,.mixi.jp,85,7
JP,ads,.doublepimp.com,25,0
JP,ads,.ebay.com,192,20
JP,ads,.yomiuri.co.jp,2,0
JP,ads,.sanspo.com,2,0
JP,ads,.blog.jp,29,0
JP,ads,.reimageplus.com,84,4
JP,ads,.cosme.net,213,12
JP,ads,.geocities.jp,2,0
JP,ads,.rakuten-sec.co.jp,198,3
JP,ads,.firestorage.jp,111,14
JP,ads,.twitcasting.tv,232,4
JP,ads,.twitter.com,15,0
JP,ads,.xvideos-field5.com,103,5
JP,ads,.yahoo.com,49,6
JP,ads,.navitime.co.jp,2,0
JP,ads,.pixiv.net,72,0
JP,ads,.dailymotion.com,125,12
JP,ads,.caribbeancom.com,11,0
JP,ads,.hotpepper.jp,113,6
JP,ads,.dlsite.com,123,0
JP,ads,.gizmodo.jp,148,7
JP,ads,.doorblog.jp,2,0
JP,ads,.amazon.co.jp,178,10
JP,ads,.live.com,26,0
JP,ads,.naver.jp,47,0
JP,ads,.rakuten-bank.co.jp,274,22
JP,ads,.hatena.ne.jp,286,14
JP,ads,.jalan.net,326,11
JP,ads,.say-move.org,177,22
JP,ads,.indeed.com,13,0
JP,ads,.tsite.jp,171,6
JP,ads,.thisav.com,109,24
JP,ads,.impress.co.jp,26,0
JP,ads,.tv-asahi.co.jp,2,0
JP,ads,.reuters.com,237,24
JP,ads,.softbank.jp,192,0
JP,ads,.2ch-c.net,34,13
JP,ads,.qoo10.jp,144,0
JP,ads,.homes.co.jp,169,3
JP,ads,.loading-delivery1.com,2,0
JP,ads,.aucfan.com,138,21
JP,ads,.dtiblog.com,44,4
JP,ads,.sbisec.co.jp,2,0
JP,ads,.google.com,5,0
JP,ads,.jorudan.co.jp,69,5
JP,ads,.facebook.com,28,0
JP,ads,.jcb.co.jp,2,0
JP,ads,.anitube.se,188,12
JP,ads,.xhamster.com,94,1
JP,ads,.ntv.co.jp,173,5
JP,ads,.xvideos.com,62,1
JP,ads,.uniqlo.com,328,4
JP,ads,.hangame.co.jp,144,11
JP,ads,.sub.jp,68,0
JP,ads,.kotobank.jp,16,0
JP,ads,.jma.go.jp,2,0
JP,ads,.vector.co.jp,2,0
JP,ads,.imgur.com,85,0
JP,ads,.rakuten.ne.jp,2,0
JP,ads,.oricon.co.jp,299,14
JP,ads,.kddi.com,172,0
JP,ads,.golfdigest.co.jp,216,34
JP,ads,.msn.com,25,2
JP,ads,.qq.com,251,0
JP,ads,.jimdo.com,69,4
JP,ads,.aliexpress.com,92,0
JP,ads,.kyodo-d.jp,122,0
JP,ads,.gmail.com,39,0
JP,ads,.nosub.tv,222,29
JP,ads,.sagawa-exp.co.jp,2,0
JP,ads,.alfalfalfa.com,156,42
JP,ads,.fujitv.co.jp,2,0
JP,ads,.tripadvisor.jp,195,14
JP,ads,.googleusercontent.com,2,0
JP,ads,.news-postseven.com,2,0
JP,ads,.gnavi.co.jp,186,1
JP,ads,.line.me,24,0
JP,ads,.exblog.jp,177,28
JP,ads,.youtube.com,101,5
JP,ads,.duga.jp,12,0
